what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1436413694480
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1436413694496
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1436413694511
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1436413694527
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1436413694605
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1436413694636
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1436413694683
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1436413694746
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1436413694792
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1436413694824
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1436413694839
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1436413694839
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1436413694855
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1436413694871
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1436413694917
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1436413695058
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1436413695167
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1436413695199
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1436413695402
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1436413695496
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1436413695496
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1436413695589
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1436413695605
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1436413695667
os,sysinfo,,,"win32",1436413695667
arch,sysinfo,,,"x86",1436413695667
ws,sysinfo,,,"win32",1436413695667
locale,sysinfo,,,"en_US",1436413695667
processors,sysinfo,,,"2",1436413695667
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1436413695667
java.runtime.version,sysinfo,,,"1.7.0_06-b24",1436413695667
java.specification.name,sysinfo,,,"Java Platform API Specification",1436413695667
java.specification.vendor,sysinfo,,,"Oracle Corporation",1436413695667
java.specification.version,sysinfo,,,"1.7",1436413695667
java.vendor,sysinfo,,,"Oracle Corporation",1436413695667
java.version,sysinfo,,,"1.7.0_06",1436413695667
java.vm.info,sysinfo,,,"mixed mode, sharing",1436413695667
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1436413695667
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1436413695667
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1436413695667
java.vm.specification.version,sysinfo,,,"1.7",1436413695667
java.vm.vendor,sysinfo,,,"Oracle Corporation",1436413695667
java.vm.version,sysinfo,,,"23.2-b09",1436413695667
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1436413696605
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1436413696792
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1436413696886
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1436413696886
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1436413696949
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1436413697089
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1436413697121
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1436413697433
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1436413697683
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1436413697699
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1436413697808
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1436413698199
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1436413698246
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1436413698574
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1436413699558
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1436413700246
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1436413700902
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1436413705871
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436413706074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436413710074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436413854638
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436413854733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436413856284
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1436413989788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414042665
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1436414046087
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436414051698
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1436414053120
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1436414053182
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1436414053370
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1436414053401
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1436414053432
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1436414053448
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1436414053557
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414060263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414073718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414162157
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414167586
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414167704
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436414177134
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414179611
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1436414180407
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436414182867
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414183299
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414184507
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414190556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436414206703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414207724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1436414207756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414218382
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436414241382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414242429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414396740
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414398941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414402342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414406234
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436414412521
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1436414413849
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1436414413849
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1436414413896
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1436414413896
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1436414416365
started,bundle,net.sourceforge.eclipsejetty.launcher,3.8.0,"net.sourceforge.eclipsejetty.launcher",1436414416880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414418724
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1436414418865
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1436414418880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414421021
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1436414421271
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1436414421646
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1436414422599
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1436414424927
opened,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436414425506
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1436414427648
started,bundle,net.genady.rmi,2.1.6.v20100912,"net.genady.rmi",1436414427898
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414428945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414432383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414446248
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436414446513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414452419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414454357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414467638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414468841
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1436414468919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414470670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414470686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414471155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414521843
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1436414521843
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1436414521921
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414522468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414534953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414544156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414571137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414573622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414578974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414579302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414583615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414612351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414612710
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436414616898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1436414616914
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414620084
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414622006
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414625834
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436414629631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414637709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414665178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414670022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414674772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1436414674819
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414679779
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436414681982
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414681982
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436414682091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414689201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414751598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1436414751629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414756614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414837071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414838717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414874980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414876536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414889458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414892600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414895255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414900673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436414906199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415028175
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1436415045782
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1436415046023
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1436415046332
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1436415046535
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1436415046541
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415050205
closed,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1436415050205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415055519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415057791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415059024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415066162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415066721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415087981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415092189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415095406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415095413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415098030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415098797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415232115
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1436415244754
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1436415244815
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1436415244832
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1436415245437
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1436415245468
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436415245530
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436415245629
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1436415249238
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1436415249254
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415252454
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436415254491
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436415254603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436415294083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415312826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415515510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415544214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415557397
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415559116
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436415567509
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415572430
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436415593416
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415597635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436415597823
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415600348
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436415600583
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436415600692
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415609416
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1436415609666
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1436415609744
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1436415609791
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415619119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415621197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415622197
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1436415622244
error,log,,,"Port 8080 required by Tomcat v7.0 Server at localhost is already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1436415625129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415625192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415627739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415629098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415632533
