what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415635706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415636877
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1436415636909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415641921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415648026
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1436415655034
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415656893
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436415657065
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415665994
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1436415671751
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436415671798
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436415671939
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415688333
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436415693440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436415708870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436415713479
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415717731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415721043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415721997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415722059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415723200
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1436415723215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415728519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415728535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415729019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415736387
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436415743072
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415750626
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436415750830
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415758140
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436415758328
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1436415762032
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1436415762094
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436415763018
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1436415763113
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1436415763957
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436415764503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436415774535
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415775677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415777396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415778412
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1436415778458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415783245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415783260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415783729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415791634
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436415792852
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415797930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436415802915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415805915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415831819
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1436415835413
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1436415835491
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436415836268
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1436415836441
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436415837800
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415840957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436415843425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415844285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415868497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415880010
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1436415888733
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1436415888764
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1436415888780
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1436415888795
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1436415888795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415890045
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1436415890045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1436415890045
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436415891311
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415894780
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436415894999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436415901229
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415905979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415907416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415911686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415912795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415914041
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436415916376
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436415925080
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415927455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415929539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415930492
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1436415930585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415935166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415935182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415935666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436415942773
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436415947294
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436415952498
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436415952732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436415959691
